City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
344,Nantucket,US,41.2835,-70.0995,53.71,72,0,12.66,clear sky
345,Ulladulla,AU,-35.35,150.4667,61.41,94,99,10.31,overcast clouds
346,La Ronge,CA,55.1001,-105.2842,23.94,86,100,10.89,overcast clouds
347,Isangel,VU,-19.55,169.2667,77.31,79,20,1.79,few clouds
348,Okhotsk,RU,59.3833,143.3,-4.22,83,93,23.49,overcast clouds
349,Saint-Augustin,CA,51.226,-58.6502,34.45,99,100,4.9,overcast clouds
350,Kununurra,AU,-15.7667,128.7333,78.78,89,84,4.61,light rain
351,Itarema,BR,-2.9248,-39.9167,84.63,60,100,13.69,overcast clouds
352,Henties Bay,NA,-22.116,14.2845,63.37,70,44,10.36,scattered clouds
353,Russi,IT,44.3725,12.0322,53.19,76,0,6.91,clear sky
354,Ayan,RU,56.45,138.1667,1.42,81,0,15.5,clear sky
355,Mirador,BR,-6.3708,-44.3631,75.9,86,99,2.17,light rain
356,Broome,US,42.2506,-75.833,43.36,62,0,4.61,clear sky
357,Borazjan,IR,29.2666,51.2159,84.94,25,0,8.77,clear sky
358,Poum,NC,-20.2333,164.0167,79.0,69,32,10.51,scattered clouds
359,Constitucion,CL,-35.3333,-72.4167,62.62,78,20,6.71,few clouds
360,Lydenburg,ZA,-25.0978,30.4597,65.5,81,90,1.79,moderate rain
361,Hervey Bay,AU,-25.2986,152.8535,76.12,77,89,12.21,overcast clouds
362,Kroya,ID,-7.6331,109.2461,77.23,89,100,3.47,moderate rain
363,Belaya Gora,RU,68.5333,146.4167,-36.45,100,57,1.23,broken clouds
364,Jieshi,CN,22.8134,115.8257,71.6,89,100,11.32,overcast clouds
365,Ola,RU,59.5833,151.2833,12.04,93,100,15.57,light snow
366,Lakhnadon,IN,22.6,79.6,65.43,36,0,5.41,clear sky
367,Mehamn,NO,71.0357,27.8492,35.55,75,100,23.02,overcast clouds
368,Jambi,ID,-1.6,103.6167,77.02,94,85,3.6,overcast clouds
369,Vao,NC,-22.6667,167.4833,75.36,70,42,14.97,scattered clouds
370,Yetkul,RU,54.8221,61.588,6.82,88,96,6.31,overcast clouds
371,Colares,PT,38.7992,-9.4469,69.04,74,20,5.01,few clouds
372,Kirovskiy,RU,45.0917,133.5136,18.18,86,84,2.53,broken clouds
373,Coria,ES,39.9879,-6.5377,55.45,52,100,1.95,overcast clouds
374,Chokurdakh,RU,70.6333,147.9167,-38.94,100,77,3.96,broken clouds
375,Severnyy,RU,50.677,36.5532,33.84,100,100,8.95,fog
376,Vicuna,CL,-30.0319,-70.7081,53.33,44,0,3.91,clear sky
377,Kawalu,ID,-7.3817,108.2082,73.51,96,94,2.71,light rain
378,Catamarca,AR,-28.4696,-65.7852,88.07,23,85,8.99,overcast clouds
379,Cairns,AU,-16.9167,145.7667,80.55,86,94,2.3,light rain
380,Rawson,AR,-43.3002,-65.1023,61.72,68,73,11.34,broken clouds
381,Chapleau,CA,47.8405,-83.4034,32.13,91,88,6.55,overcast clouds
382,Tucuman,AR,-26.8241,-65.2226,82.09,30,72,1.7,broken clouds
383,Bambamarca,PE,-6.6833,-78.5333,52.56,87,85,3.53,overcast clouds
384,Turayf,SA,31.6725,38.6637,63.23,42,99,13.13,overcast clouds
385,The Valley,AI,18.217,-63.0578,81.82,73,5,15.61,clear sky
386,Golkoy,TR,40.6875,37.6178,45.81,89,56,3.96,broken clouds
387,Urucara,BR,-2.5364,-57.76,84.51,63,100,2.59,overcast clouds
388,Saldanha,ZA,-33.0117,17.9442,68.7,59,0,18.19,clear sky
389,Padang,ID,-0.9492,100.3543,80.65,85,93,1.01,overcast clouds
390,Tazovskiy,RU,67.4667,78.7,12.99,94,100,13.13,light snow
391,Mackenzie,CA,55.2999,-123.1698,23.22,80,100,4.61,light snow
392,Atasu,KZ,48.6814,71.6433,-2.65,77,4,10.71,clear sky
393,Baruun-Urt,MN,46.6806,113.2792,4.51,92,100,14.88,light snow
394,Lichinga,MZ,-13.3128,35.2406,82.11,34,37,1.41,scattered clouds
395,Abha,SA,18.2164,42.5053,62.85,55,40,11.5,light rain
396,Mednogorsk,RU,51.4128,57.595,11.71,84,100,17.69,overcast clouds
397,Domoni,KM,-12.2569,44.5319,81.16,71,52,3.96,light rain
398,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,60,4,7.34,clear sky
399,Carutapera,BR,-1.195,-46.02,85.1,64,74,8.37,broken clouds
400,Atar,MR,20.5169,-13.0499,85.86,12,0,14.29,clear sky
401,Anloga,GH,5.7947,0.8973,83.84,70,91,10.87,light rain
402,Ken Caryl,US,39.5773,-105.1169,34.34,77,100,1.99,overcast clouds
403,Rudolstadt,DE,50.7167,11.3333,49.44,63,43,7.29,scattered clouds
404,Sena Madureira,BR,-9.0656,-68.6569,78.94,69,75,3.11,broken clouds
405,Ambilobe,MG,-13.2,49.05,90.34,39,2,7.61,clear sky
406,Lazarev,RU,52.225,141.5131,7.29,85,18,8.63,few clouds
407,Hastings,GB,50.8552,0.5729,56.39,97,100,5.66,overcast clouds
408,Kawambwa,ZM,-9.7915,29.0791,77.81,56,65,4.23,light rain
409,Port Macquarie,AU,-31.4333,152.9167,67.89,86,26,5.23,scattered clouds
410,Phangnga,TH,8.4509,98.5298,80.64,89,73,3.83,broken clouds
411,Hellin,ES,38.5106,-1.701,60.82,19,89,2.46,overcast clouds
412,Gobabis,NA,-22.45,18.9667,94.05,13,7,3.89,clear sky
413,Oxelosund,SE,58.6706,17.1015,34.18,93,75,4.61,broken clouds
414,Krasnohrad,UA,49.3814,35.4402,37.44,96,100,5.1,overcast clouds
415,Mungwi,ZM,-10.1732,31.3694,84.99,28,74,3.89,broken clouds
416,Mabay,PH,6.0577,124.4666,79.3,83,51,3.53,broken clouds
417,Chapais,CA,49.7834,-74.8492,31.78,98,100,9.06,light snow
418,Shchors,UA,51.8186,31.945,32.65,100,100,3.96,light snow
419,Ganzhou,CN,28.8184,115.4327,64.22,97,100,1.61,overcast clouds
420,Bohicon,BJ,7.1783,2.0667,96.08,33,59,2.24,broken clouds
421,Barranca,PE,-10.75,-77.7667,66.29,84,99,4.92,overcast clouds
422,Grand Gaube,MU,-20.0064,57.6608,81.37,57,0,7.0,clear sky
423,San Joaquin,US,37.9333,-121.3011,53.37,87,0,3.44,clear sky
424,Logon,PH,11.3303,124.1146,83.5,71,15,15.73,few clouds
425,Kyabe,TD,9.4515,18.9449,97.48,14,79,3.09,broken clouds
426,Kungurtug,RU,50.5994,97.5228,-18.87,90,99,4.5,overcast clouds
427,Arkhara,RU,49.4212,130.0842,5.14,94,100,1.01,overcast clouds
428,Winton,US,37.3894,-120.6133,39.11,90,0,4.61,clear sky
429,Ouallam,NE,14.3188,2.0866,89.83,8,4,12.19,clear sky
430,Itaituba,BR,-4.2761,-55.9836,82.8,70,99,1.81,overcast clouds
431,Goderich,CA,43.7501,-81.7165,38.91,68,100,9.69,overcast clouds
432,College,US,64.8569,-147.8028,12.58,87,100,0.0,light snow
433,Ryotsu,JP,38.0833,138.4333,47.12,60,2,2.64,clear sky
434,Peterhead,GB,57.5058,-1.7981,50.5,75,61,17.56,broken clouds
435,West Mifflin,US,40.3634,-79.8664,46.09,89,100,8.05,light rain
436,Gallup,US,35.5281,-108.7426,29.01,70,0,3.44,clear sky
437,Mafinga,TZ,-7.25,35.0667,88.03,30,53,9.91,broken clouds
438,Barra,BR,-11.0894,-43.1417,73.08,85,97,1.97,overcast clouds
439,Perth,AU,-31.9333,115.8333,68.2,72,0,12.66,clear sky
440,Port Augusta,AU,-32.5,137.7667,61.36,70,53,16.13,broken clouds
441,Diego De Almagro,CL,-26.3667,-70.05,69.06,45,0,3.31,clear sky
442,Moerai,PF,-22.4333,-151.3333,73.45,84,49,18.54,scattered clouds
443,Hovd,MN,48.0056,91.6419,-4.76,70,35,2.21,scattered clouds
444,Zhigansk,RU,66.7697,123.3711,-30.48,96,100,12.03,overcast clouds
445,Kushmurun,KZ,52.4503,64.6311,5.61,81,100,9.93,overcast clouds
446,At-Bashi,KG,41.1702,75.8106,16.63,73,2,2.84,clear sky
447,Tura,IN,25.5198,90.2201,63.39,79,0,2.42,clear sky
448,Totness,SR,5.8833,-56.3167,78.46,84,100,10.2,overcast clouds
449,Mingshui,CN,36.7167,117.5,49.95,79,100,3.47,overcast clouds
450,Nabire,ID,-3.3667,135.4833,78.66,86,80,2.62,broken clouds
451,Cabra,ES,37.4725,-4.4421,67.62,21,57,3.83,broken clouds
452,Cabimas,VE,10.3883,-71.4399,78.48,83,76,5.08,broken clouds
453,Bhagalpur,IN,25.25,87.0,72.3,41,0,3.74,clear sky
454,Fairbanks,US,64.8378,-147.7164,12.6,87,100,0.0,light snow
455,Kelo,TD,9.3086,15.8066,93.58,13,97,5.55,overcast clouds
456,Elizabeth City,US,36.2946,-76.2511,51.8,86,0,6.91,clear sky
457,Hami,CN,42.8,93.45,15.58,33,48,17.22,scattered clouds
458,Lienz,AT,46.8289,12.769,39.18,52,8,1.77,clear sky
459,Majene,ID,-3.5403,118.9707,79.41,84,98,3.04,overcast clouds
460,Gushikawa,JP,26.3544,127.8686,74.43,68,0,8.05,clear sky
461,San Patricio,US,28.017,-97.5169,58.84,81,0,8.03,clear sky
462,Sant Pere De Ribes,ES,41.2667,1.7667,63.48,61,83,1.99,broken clouds
463,Sopot,PL,54.4418,18.56,44.71,92,40,3.44,scattered clouds
464,Sao Filipe,CV,14.8961,-24.4956,80.1,57,0,9.01,clear sky
465,Maningrida,AU,-12.0667,134.2667,83.07,75,100,8.97,overcast clouds
466,Lincoln,US,40.8,-96.667,35.51,80,0,18.41,clear sky
467,Xuchang,CN,34.0167,113.8167,48.29,70,100,10.51,overcast clouds
468,Kupang,ID,-10.1667,123.5833,79.38,100,75,2.3,broken clouds
469,Bairnsdale,AU,-37.8333,147.6167,55.06,82,98,1.01,overcast clouds
470,Dindori,IN,22.95,81.0833,63.41,44,0,4.43,clear sky
471,Keti Bandar,PK,24.1447,67.4497,79.66,49,0,8.05,clear sky
472,Kondoa,TZ,-4.9,35.7833,80.78,37,53,9.69,broken clouds
473,Genoa,IT,44.4129,8.9573,61.48,56,0,16.11,clear sky
474,Manama,BH,26.2154,50.5832,91.58,32,0,6.91,clear sky
475,Skalat,UA,49.4273,25.9787,33.01,80,100,7.52,overcast clouds
476,Namwala,ZM,-15.7504,26.4384,83.37,44,100,7.72,overcast clouds
477,Camargo,MX,27.6667,-105.1667,46.27,25,0,4.05,clear sky
478,Stawell,AU,-37.05,142.7667,48.11,77,59,6.29,broken clouds
479,Saint-Marc,HT,19.1082,-72.6938,77.07,81,9,3.2,clear sky
480,Ustynivka,UA,47.9551,32.5367,36.99,98,100,7.92,overcast clouds
481,Prince Albert,CA,53.2001,-105.7677,21.22,93,100,7.29,overcast clouds
482,Quthing,LS,-30.4,27.7003,73.51,31,37,8.3,scattered clouds
483,Atascocita,US,29.9988,-95.1766,56.88,85,0,5.75,clear sky
484,Usinsk,RU,65.9939,57.5281,-1.66,97,98,12.12,overcast clouds
485,Hobyo,SO,5.3505,48.5268,83.88,61,88,19.01,overcast clouds
486,Tabas,IR,33.5959,56.9244,73.67,17,0,1.03,clear sky
487,Dunedin,NZ,-45.8742,170.5036,47.8,80,96,1.81,overcast clouds
488,Gravdal,NO,68.1214,13.5031,40.89,75,20,6.91,few clouds
489,Kijang,KR,35.2442,129.2139,58.26,50,100,1.25,overcast clouds
490,Lamar,US,33.6668,-95.5836,48.88,94,100,11.5,overcast clouds
491,Aitape,PG,-3.1374,142.3475,80.28,81,89,3.78,overcast clouds
492,Lazaro Cardenas,MX,17.9583,-102.2,72.59,85,42,3.76,scattered clouds
493,Brae,GB,60.3964,-1.353,49.96,74,61,22.37,broken clouds
494,Lazo,RU,43.3817,133.9014,23.5,64,58,2.89,broken clouds
495,Kamiiso,JP,41.8167,140.65,36.01,69,92,5.21,overcast clouds
496,Yulara,AU,-25.2406,130.9889,83.3,29,82,13.76,broken clouds
497,Laplace,US,30.0666,-90.4801,55.38,85,0,3.44,clear sky
498,Saa,CM,4.3667,11.45,88.21,40,87,3.33,overcast clouds
499,Namatanai,PG,-3.6667,152.4333,80.62,71,72,5.03,broken clouds
500,Kharitonovo,RU,61.4009,47.4978,6.84,97,55,2.3,broken clouds
501,Plyussa,RU,58.4308,29.3654,28.29,92,100,5.95,overcast clouds
502,Mobaye,CF,4.319,21.1786,88.03,50,85,4.9,overcast clouds
503,Clyde River,CA,70.4692,-68.5914,-15.48,93,12,6.06,few clouds
504,West Bay,KY,19.3667,-81.4167,81.0,86,20,6.91,few clouds
505,Paamiut,GL,61.994,-49.6678,26.47,87,100,12.8,overcast clouds
506,Shakiso,ET,5.75,38.9167,70.16,55,97,7.27,overcast clouds
507,Hualmay,PE,-11.0964,-77.6139,66.58,86,97,6.02,overcast clouds
508,Opotiki,NZ,-38.0833,177.2833,60.39,96,92,2.66,overcast clouds
509,Faya,SA,18.3851,42.4509,63.12,45,63,4.9,light rain
510,Esmeralda,CU,21.8525,-78.1169,71.53,89,23,4.07,few clouds
511,Whitehorse,CA,60.7161,-135.0538,16.81,80,99,3.0,overcast clouds
512,San Marcos,US,33.1434,-117.1661,56.73,60,0,3.44,clear sky
513,Sabha,LY,27.0377,14.4283,65.17,29,0,17.98,clear sky
514,Kamenka,RU,51.3223,42.7678,34.68,68,100,10.83,overcast clouds
515,Damaturu,NG,11.747,11.9608,87.08,14,90,6.29,overcast clouds
516,Kangalassy,RU,62.3464,129.9628,-40.07,99,43,2.37,scattered clouds
517,Maromitsa,RU,59.8683,48.0123,10.26,98,29,2.82,scattered clouds
518,Bull Savanna,JM,17.8868,-77.5902,72.86,81,3,5.59,clear sky
519,Floro,NO,61.5996,5.0328,50.97,76,75,26.46,moderate rain
520,Berlevag,NO,70.8578,29.0864,35.6,74,100,20.71,overcast clouds
521,Olga,RU,43.7444,135.2892,27.09,58,100,3.67,overcast clouds
522,Mackay,AU,-21.15,149.2,76.68,74,86,9.57,moderate rain
523,Luleburgaz,TR,41.4039,27.3592,48.61,58,77,13.98,broken clouds
524,Tilichiki,RU,60.4667,166.1,19.15,90,100,8.05,overcast clouds
525,Belmonte,BR,-15.8631,-38.8828,75.74,93,100,12.53,overcast clouds
526,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,60,40,10.36,scattered clouds
527,Vila Velha,BR,-20.3297,-40.2925,78.75,92,75,4.61,broken clouds
528,Jasper,US,37.2001,-94.3502,45.23,89,100,11.5,overcast clouds
529,Kathu,TH,7.9178,98.3332,85.69,99,93,8.16,overcast clouds
530,Sambava,MG,-14.2667,50.1667,80.11,66,1,13.71,clear sky
531,Chiredzi,ZW,-21.05,31.6667,72.72,81,100,2.75,overcast clouds
532,Richards Bay,ZA,-28.783,32.0377,75.11,72,98,11.1,light rain
533,Zelenoborskiy,RU,66.845,32.3622,24.85,88,100,8.61,overcast clouds
534,Dhidhdhoo,MV,6.8833,73.1,81.09,72,71,6.49,broken clouds
535,Methoni,GR,36.8197,21.7049,62.46,53,100,14.2,overcast clouds
536,Naftalan,AZ,40.5067,46.825,60.22,50,100,11.1,overcast clouds
537,Moose Factory,CA,51.2585,-80.6094,23.47,88,55,7.49,broken clouds
538,Kargasok,RU,59.0556,80.8572,-7.44,92,80,7.63,broken clouds
539,Lokosovo,RU,61.1333,74.8167,-5.71,88,98,7.05,overcast clouds
540,Lagos,NG,6.5833,3.75,93.16,46,46,5.37,scattered clouds
541,Maksatikha,RU,57.797,35.8825,19.92,94,100,5.99,overcast clouds
542,Portland,US,45.5234,-122.6762,46.94,84,100,18.41,overcast clouds
543,Flin Flon,CA,54.7682,-101.865,11.66,97,87,6.31,overcast clouds
544,Beecher,US,43.09,-83.6944,42.04,73,100,5.75,overcast clouds
545,Sakakah,SA,29.9697,40.2064,68.54,40,57,15.12,broken clouds
546,Wittmund,DE,53.5667,7.7833,44.04,87,100,8.05,light rain
547,Itoman,JP,26.1247,127.6694,75.22,64,20,10.36,few clouds
548,Progreso,MX,21.2833,-89.6667,74.1,92,85,6.85,overcast clouds
549,Minot,US,48.2325,-101.2963,25.02,86,0,8.05,clear sky
550,Constantine,DZ,36.365,6.6147,54.81,87,75,10.36,broken clouds
551,Balikpapan,ID,-1.2675,116.8289,77.99,83,20,3.44,few clouds
552,Beidao,CN,34.5686,105.8933,51.85,79,89,2.42,moderate rain
553,La Palma,US,33.8464,-118.0467,61.5,87,0,0.0,mist
554,Vanimo,PG,-2.6741,141.3028,79.57,79,100,3.94,overcast clouds
555,Akureyri,IS,65.6835,-18.0878,36.41,99,100,7.34,overcast clouds
556,Kaihua,CN,23.3687,104.28,64.99,88,43,9.69,scattered clouds
557,Farah,AF,32.5,62.5,67.42,17,2,2.13,clear sky
558,Nome,US,64.5011,-165.4064,-0.33,78,0,0.0,clear sky
559,Goianesia,BR,-15.3175,-49.1175,74.07,82,92,4.41,overcast clouds
560,Zorgo,BF,12.2489,-0.6158,92.59,12,4,11.12,clear sky
561,Pizarro,CO,4.9533,-77.366,74.8,92,100,2.91,moderate rain
562,Coronel Vivida,BR,-25.9797,-52.5678,73.74,61,31,8.5,scattered clouds
563,Sibolga,ID,1.7427,98.7792,77.65,85,100,2.33,overcast clouds
564,Umm Kaddadah,SD,13.6017,26.6876,87.46,12,21,7.43,few clouds
565,Normandin,CA,48.8333,-72.5321,35.96,88,74,6.69,broken clouds
566,Kyshtovka,RU,56.555,76.6271,-15.25,96,7,4.41,clear sky
567,Mange,SL,8.9167,-12.85,88.75,49,100,3.91,overcast clouds
568,Petropolis,RU,59.8944,30.2642,20.05,88,100,8.95,overcast clouds
569,Waipawa,NZ,-41.4122,175.5153,51.13,94,100,5.61,overcast clouds
570,Lubango,AO,-14.9172,13.4925,76.64,48,88,4.07,light rain
571,Bonthe,SL,7.5264,-12.505,85.15,64,88,3.91,light rain
572,Andros Town,BS,24.7,-77.7667,73.36,75,52,8.66,broken clouds
573,Bo Phloi,TH,14.3236,99.5161,79.16,79,68,2.13,broken clouds
574,Laguna,US,38.421,-121.4238,52.09,84,0,4.61,clear sky
575,Obidos,BR,-1.9175,-55.5181,82.06,67,76,3.87,broken clouds
576,Rio Grande,BR,-32.035,-52.0986,80.71,78,0,12.5,clear sky
577,Lander,US,42.833,-108.7307,34.39,93,0,4.61,clear sky
578,Bindura,ZW,-17.3019,31.3306,83.64,33,95,3.33,overcast clouds
579,Komsomolskiy,UZ,40.4272,71.7189,41.72,93,100,0.0,fog
580,Khambhat,IN,22.3,72.6167,80.02,33,0,3.67,clear sky
581,Tezu,IN,27.9167,96.1667,64.69,48,0,4.68,clear sky
582,Mukono,UG,0.3533,32.7553,69.55,70,78,4.43,light rain
583,Lokoja,NG,7.8024,6.743,96.89,35,78,2.04,broken clouds
584,Labelle,US,26.7617,-81.4384,71.65,96,88,4.99,overcast clouds
585,Husavik,IS,66.0449,-17.3389,37.53,99,100,18.86,overcast clouds
586,Aswan,EG,24.0934,32.907,80.38,27,33,5.79,scattered clouds
587,Milkovo,RU,54.7167,158.6167,16.07,96,100,1.77,snow
588,Yakuplu,TR,40.9889,28.6758,52.95,58,40,13.8,scattered clouds
589,Labuan,MY,5.2767,115.2417,83.48,68,76,2.84,moderate rain
590,Porto Nacional,BR,-10.7081,-48.4172,80.6,78,87,3.62,overcast clouds
591,Suffolk,US,40.8668,-72.7996,49.64,67,0,3.44,clear sky
592,Ulaangom,MN,49.9811,92.0667,-9.56,71,33,5.91,scattered clouds
593,Ajdabiya,LY,30.7554,20.2263,68.2,57,57,12.55,light rain
594,Pisco,PE,-13.7,-76.2167,68.05,83,100,2.3,overcast clouds
595,Darhan,MN,49.4867,105.9228,-2.94,71,100,14.54,overcast clouds
596,Saint-Georges,GD,12.0564,-61.7485,79.52,81,100,14.27,light rain
597,Halifax,CA,44.6453,-63.5724,33.22,88,7,1.99,clear sky
598,Dawlatabad,AF,36.4141,64.9053,67.78,28,0,7.34,clear sky
599,Urusha,RU,54.05,122.9,-1.39,96,100,1.81,overcast clouds
600,Mayo,US,38.8876,-76.5119,51.94,68,0,8.05,clear sky
601,Fougamou,GA,-1.2154,10.5838,84.22,71,77,2.55,light rain
602,Bay City,US,43.5945,-83.8889,39.52,72,75,5.75,broken clouds
603,Dondo,MZ,-19.6094,34.7431,82.36,70,85,10.65,light rain
604,San Ramon,US,37.7799,-121.978,55.36,67,0,6.91,clear sky
605,Silvan,TR,38.1419,41.0081,53.89,60,52,0.25,broken clouds
606,Nador,MA,35.174,-2.9287,68.25,42,0,2.3,clear sky
607,Margate,GB,51.3813,1.3862,54.1,95,100,5.01,light rain
608,Matagami,CA,49.7502,-77.6328,32.11,93,100,9.22,overcast clouds
609,Narasannapeta,IN,18.4167,84.05,71.74,62,17,7.14,few clouds
610,Sambo Creek,HN,15.8167,-86.6833,71.87,94,40,0.0,scattered clouds
611,Kafanchan,NG,9.5833,8.3,89.13,21,86,5.21,overcast clouds
612,Troitskoye,RU,52.9821,84.6757,-18.6,95,41,3.8,scattered clouds
613,Chicama,PE,-7.8447,-79.1469,63.14,85,82,4.72,broken clouds
614,Labrea,BR,-7.2586,-64.7981,74.82,92,99,0.43,moderate rain
615,Shonguy,RU,68.7526,33.146,24.08,93,75,6.71,broken clouds
616,Ballina,AU,-28.8667,153.5667,70.83,86,86,12.21,overcast clouds
617,Daru,PG,-9.0763,143.2092,80.33,81,93,2.68,overcast clouds
618,Puerto Carreno,CO,6.189,-67.4859,77.16,84,100,3.02,overcast clouds
619,Antofagasta,CL,-23.65,-70.4,63.68,72,52,4.88,broken clouds
620,Grootfontein,NA,-19.5667,18.1167,91.62,20,15,9.17,few clouds
621,Deputatskiy,RU,69.3,139.9,-37.59,94,57,4.43,broken clouds
622,Talnakh,RU,69.4865,88.3972,-0.8,98,100,11.74,overcast clouds
623,Labuhan,ID,-6.8844,112.2051,80.44,81,64,2.62,broken clouds
624,Goundam,ML,16.4145,-3.6708,85.95,8,100,10.69,overcast clouds
625,Ust-Maya,RU,60.4167,134.5333,-47.67,100,50,0.54,scattered clouds
626,Aberdeen,GB,57.1437,-2.0981,51.49,77,61,18.41,broken clouds
627,Coruripe,BR,-10.1256,-36.1756,84.36,61,44,13.98,scattered clouds
628,Kidal,ML,18.4411,1.4078,85.01,11,49,9.66,scattered clouds
629,Donauworth,DE,48.7,10.8,33.55,69,43,8.59,scattered clouds
630,Lovozero,RU,68.005,35.0117,20.59,95,100,6.22,overcast clouds
631,Lasa,IT,46.6166,10.7002,42.03,52,18,1.43,few clouds
632,Chur,CH,46.8499,9.5329,52.05,44,28,3.33,scattered clouds
633,Matadi,CD,-5.8167,13.45,77.41,89,100,5.26,light rain
634,Khao Wong,TH,16.7001,104.0902,78.48,80,41,0.85,scattered clouds
635,Uaua,BR,-9.8414,-39.4817,79.63,61,97,9.19,heavy intensity rain
636,Denpasar,ID,-8.65,115.2167,80.26,88,20,3.44,few clouds
637,Darlowo,PL,54.421,16.4107,43.2,85,90,6.96,overcast clouds
638,Amapa,BR,1.0,-52.0,81.91,67,94,4.9,overcast clouds
639,Atlantic Beach,US,30.3344,-81.3987,71.85,93,0,10.36,clear sky
640,Niquelandia,BR,-14.4739,-48.4597,75.47,81,100,3.38,overcast clouds
641,Macrohon,PH,10.0797,124.9431,81.09,77,77,11.23,broken clouds
642,Ca Mau,VN,9.1769,105.15,76.95,91,72,4.32,broken clouds
643,Viedma,AR,-40.8135,-62.9967,72.12,63,99,10.71,light rain
644,Nolinsk,RU,57.5596,49.9363,9.57,97,47,4.83,scattered clouds
645,Borogontsy,RU,62.6683,131.1683,-46.62,100,56,1.7,broken clouds
646,Tautira,PF,-17.7333,-149.15,76.69,77,45,11.03,scattered clouds
647,Nanakuli,US,21.3906,-158.1547,69.75,64,0,4.61,clear sky
648,Acatic,MX,20.7833,-102.8833,53.74,57,4,1.14,clear sky
649,Bougouni,ML,11.417,-7.479,91.72,13,98,4.76,overcast clouds
650,Ugoofaaru,MV,5.6667,73.0,81.43,66,66,5.28,broken clouds
651,Furstenwalde,DE,52.3667,14.0667,46.33,73,42,5.88,scattered clouds
652,Andra,RU,62.5147,65.8878,-7.08,96,40,5.82,scattered clouds
653,Montbrison,FR,45.6667,4.0833,50.34,39,100,3.71,overcast clouds
654,Rio Gallegos,AR,-51.6226,-69.2181,51.85,52,4,3.44,clear sky
655,Saint-Pierre,RE,-21.3393,55.4781,82.18,51,0,12.66,clear sky
656,Quelimane,MZ,-17.8786,36.8883,89.55,55,40,17.27,scattered clouds
657,Bambanglipuro,ID,-7.95,110.2833,76.03,93,100,3.65,moderate rain
658,Botevgrad,BG,42.9,23.7833,45.54,70,100,3.65,overcast clouds
659,Alice Springs,AU,-23.7,133.8833,76.55,78,100,4.61,overcast clouds
660,Hokitika,NZ,-42.7167,170.9667,47.62,84,12,5.19,few clouds
661,Lingao,CN,19.9103,109.6859,78.08,84,12,8.3,few clouds
662,Malakal,SS,9.5334,31.6605,95.43,19,100,5.95,overcast clouds
663,Mamontovo,RU,52.7055,81.6244,-13.29,93,46,3.8,scattered clouds
664,Apatity,RU,67.5641,33.4031,23.11,99,100,4.5,overcast clouds
665,Harper,LR,4.375,-7.7169,83.68,67,4,6.91,clear sky
666,Priiskovyy,RU,51.9333,116.6333,-12.03,100,74,2.95,broken clouds
667,Lewiston,US,44.1003,-70.2148,40.05,91,0,0.0,clear sky
668,Tomatlan,MX,19.9333,-105.25,66.2,76,37,2.73,scattered clouds
669,Eseka,CM,3.65,10.7667,81.79,74,95,4.03,light rain
670,Zarand,IR,30.8127,56.564,65.73,20,0,3.18,clear sky
671,Tarabha,IN,20.7333,83.65,68.81,42,2,1.61,clear sky
672,San Pedro,PH,14.35,121.0167,82.35,76,20,8.05,few clouds
673,Katangli,RU,51.7102,143.2326,11.93,82,66,14.32,broken clouds
674,Ust-Omchug,RU,61.15,149.6333,-12.86,97,100,7.72,overcast clouds
675,Kodinsk,RU,58.6881,99.1844,-23.55,98,98,3.4,overcast clouds
676,Shahpur,IN,16.7,76.8333,84.16,41,6,5.95,clear sky
677,Zaysan,KZ,47.4667,84.8667,-11.6,88,18,5.39,few clouds
678,Redmond,US,47.674,-122.1215,46.87,88,100,11.01,overcast clouds
679,Adrar,MR,20.5022,-10.0711,82.36,14,2,15.75,clear sky
680,Kuliyapitiya,LK,7.4688,80.0401,79.03,79,88,4.05,overcast clouds
681,Najran,SA,17.4924,44.1277,75.29,27,85,11.63,overcast clouds
682,Derzhavinsk,KZ,51.1,66.3167,0.82,79,76,15.84,broken clouds
683,Plon,DE,54.1667,10.4167,41.81,99,91,1.99,overcast clouds
684,Nuevitas,CU,21.5453,-77.2644,73.6,84,23,5.39,few clouds
685,Hammerfest,NO,70.6634,23.6821,32.45,74,0,4.61,clear sky
686,Makokou,GA,0.5738,12.8642,77.85,76,99,1.95,overcast clouds
687,Bereznik,RU,62.8551,42.7072,7.95,96,91,4.03,overcast clouds
688,Rivera,UY,-30.9053,-55.5508,75.47,61,3,13.69,clear sky
689,Taksimo,RU,56.3444,114.8794,-13.63,85,61,3.76,broken clouds
690,Northam,GB,51.0333,-4.2167,52.39,79,100,11.52,overcast clouds
691,Santa Marta,CO,11.2408,-74.199,79.9,79,20,4.0,few clouds
692,Muisne,EC,0.6,-80.0333,73.42,86,100,6.85,overcast clouds
693,Severo-Kurilsk,RU,50.6789,156.125,34.32,72,97,15.61,overcast clouds
694,Neiafu,TO,-18.65,-173.9833,77.68,94,20,0.0,few clouds
695,Svarstad,NO,59.399,9.9698,45.82,46,100,1.99,overcast clouds
696,Bulungu,CD,-4.55,18.6,78.15,71,100,3.49,overcast clouds
697,Nizhniy Odes,RU,63.6445,54.856,-9.54,98,14,3.33,few clouds
