City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
147,Mar Del Plata,AR,76.82,scattered clouds,-38.0023,-57.5575,Gran Hotel Mar del Plata
148,Lebu,CL,61.16,clear sky,-37.6167,-73.65,Hostal Las Lilas
149,Huarmey,PE,66.31,broken clouds,-10.0681,-78.1522,Hotel Miramar
150,Lisburn,GB,51.24,few clouds,54.5234,-6.0353,Premier Inn Lisburn hotel
151,Geraldton,AU,68.41,clear sky,-28.7667,114.6,Broadwater Mariner Resort
153,Touros,BR,83.77,overcast clouds,-5.1989,-35.4608,INN NEW HORIZON
154,Cayenne,GF,75.24,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
156,Victoria Point,AU,74.44,light rain,-27.5833,153.3,Bay Retreat Motel
157,Graaff-Reinet,ZA,70.92,scattered clouds,-32.2522,24.5308,Rietjiesbos Self Catering
159,Bathsheba,BB,83.01,light rain,13.2167,-59.5167,Atlantis Hotel
160,Mamallapuram,IN,84.25,overcast clouds,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
161,Dwarka,IN,79.59,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
164,Nago,JP,73.45,broken clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
166,Esna,EG,77.02,broken clouds,25.2934,32.554,Orient Star Dahabyia Isna 05 Nights Each Sunday
168,Fukue,JP,64.2,overcast clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
170,Bredasdorp,ZA,73.47,few clouds,-34.5322,20.0403,Bredasdorp Country Manor
171,Kirakira,SB,79.74,overcast clouds,-10.4544,161.9205,SanBiz Lodge
174,Pathein,MM,77.81,overcast clouds,16.7833,94.7333,Pathein Hotel
175,Ribeira Grande,PT,63.77,few clouds,38.5167,-28.7,Quinta da Meia Eira
176,Camacupa,AO,65.17,overcast clouds,-12.0167,17.4833,
177,Qujing,CN,60.58,clear sky,25.4833,103.7833,Yulong Hotel
179,Iberia,US,51.96,clear sky,29.9502,-91.7507,back to back rv park
180,Teguise,ES,75.42,clear sky,29.0605,-13.564,B&B La Casona de Nazaret
181,San Cristobal,VE,64.58,overcast clouds,7.7669,-72.225,Pirineos
184,Champerico,GT,76.51,broken clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
185,Namibe,AO,75.22,broken clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
186,Carahue,CL,65.52,clear sky,-38.7,-73.1667,Hospedaje Familiar
187,Bahia Honda,CU,73.0,broken clouds,22.9036,-83.1592,Casa Gualberto - Deysi
189,Saurimo,AO,65.17,light rain,-9.6608,20.3916,Hotel Kawissa Saurimo
190,Vilhena,BR,80.04,overcast clouds,-12.7406,-60.1458,Hotel Mirage
192,Potam,MX,58.17,clear sky,27.6,-110.3833,Ejido La Pimienta
195,Mvuma,ZW,68.77,light rain,-19.2792,30.5283,Nyangombe Backpackers
197,Mahebourg,MU,81.25,clear sky,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
200,Gat,IL,71.78,overcast clouds,31.61,34.7642,OlusHome
201,Xinyu,CN,66.11,light rain,27.8043,114.9334,Xinyu Beihu Hotel
204,East London,ZA,63.93,light rain,-33.0153,27.9116,Tu Casa
205,Arrecife,ES,78.78,clear sky,28.963,-13.5477,Hotel Lancelot
206,Dubbo,AU,66.33,overcast clouds,-32.25,148.6167,Quality Inn Dubbo International
207,Souillac,MU,79.25,clear sky,-20.5167,57.5167,Shanti Maurice Resort & Spa
209,Sakaiminato,JP,56.7,broken clouds,35.55,133.2333,Italian pasley
212,Gladstone,AU,78.73,overcast clouds,-23.85,151.25,Highpoint International Hotel
213,Pozo Colorado,PY,85.77,clear sky,-23.4923,-58.7972,Hospedaje La Norteña
214,Tessalit,ML,82.33,overcast clouds,20.1986,1.0114,
216,Ahipara,NZ,58.12,scattered clouds,-35.1667,173.1667,Ahipara Holiday Park
218,Ouesso,CG,80.08,overcast clouds,1.6136,16.0517,ABENIE Hotel
219,Bilma,NE,80.26,overcast clouds,18.6853,12.9164,Expeditions Ténére voyages
220,Harrisonburg,US,51.37,overcast clouds,38.4496,-78.8689,Hampton Inn Harrisonburg - University
221,Lumphat,KH,77.11,light rain,13.4878,106.9816,"Wing Seng Narong Agent, And Printing House"
222,Yeppoon,AU,78.58,broken clouds,-23.1333,150.7333,Villa Mar Colina
224,Kruisfontein,ZA,72.77,broken clouds,-34.0033,24.7314,Oyster Bay House Rental
225,Kuah,MY,83.23,overcast clouds,6.3265,99.8432,Azio Hotel
226,Bandarbeyla,SO,80.83,scattered clouds,9.4942,50.8122,JABIR HOTEL
233,Jalu,LY,75.92,broken clouds,29.0331,21.5482,صاحبة الفخامة
237,Lalmohan,BD,74.86,clear sky,22.3384,90.7419,Arifur Rahman Miraj
239,Oistins,BB,79.65,light rain,13.0667,-59.5333,Butterfly Beach Hotel
240,Wagar,SD,95.14,clear sky,16.1525,36.2032,
242,Ginir,ET,67.8,overcast clouds,7.1333,40.7,Sura Dare Village
244,Asind,IN,72.36,clear sky,25.7333,74.3333,"HOTEL JIYA PALACE, ASIND"
245,Naze,JP,68.72,broken clouds,28.3667,129.4833,Shishime Hotel
246,Port Lincoln,AU,56.61,broken clouds,-34.7333,135.8667,Port Lincoln Hotel
249,Marsa Matruh,EG,67.91,broken clouds,31.3525,27.2453,Beau Site
250,Bucerias,MX,65.98,few clouds,20.75,-105.3333,Royal Decameron Complex - Puerto Vallarta
251,Marawi,PH,68.85,overcast clouds,7.9986,124.2928,Derogongan Residence
253,Hamilton,US,51.06,overcast clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
255,Charlotte,US,53.85,heavy intensity rain,35.2271,-80.8431,Charlotte Marriott City Center
256,Key West,US,86.0,scattered clouds,24.5557,-81.7826,Fairfield Inn & Suites by Marriott Key West
258,Port Hedland,AU,80.65,clear sky,-20.3167,118.5667,The Esplanade Hotel
259,Dharchula,IN,58.62,broken clouds,29.85,80.5333,Mahara Hotel
260,Bud,US,53.55,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
261,Tunggol,PH,81.55,broken clouds,5.8446,121.1544,
263,Jurado,CO,74.46,heavy intensity rain,7.1053,-77.7641,
264,Katherine,AU,75.52,light intensity shower rain,-14.4667,132.2667,Pine Tree Motel
265,Male,MV,81.41,overcast clouds,4.1748,73.5089,Hotel Octave Maldives
268,Manokwari,ID,80.51,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
269,Caravelas,BR,78.17,light rain,-17.7125,-39.2481,Pousada dos Navegantes
274,Floriano,BR,81.34,overcast clouds,-6.7669,-43.0225,Hotel Maktub
275,Green Valley,US,50.25,few clouds,31.8543,-110.9937,Best Western Green Valley Inn
277,Comodoro Rivadavia,AR,63.25,broken clouds,-45.8667,-67.5,Austral Hotel
278,Taoudenni,ML,82.65,broken clouds,22.6783,-3.9836,
279,Tukrah,LY,61.9,light rain,32.5341,20.5791,Lagrota restaurant
280,Caxito,AO,79.48,light rain,-8.5785,13.6643,
282,Salalah,OM,81.0,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
284,Sola,VU,82.81,broken clouds,-13.8833,167.55,Leumerus Bungalows
285,Avarua,CK,73.45,broken clouds,-21.2078,-159.775,Paradise Inn
286,Abu Samrah,SY,59.02,overcast clouds,35.3029,37.1841,
287,Ancud,CL,59.14,scattered clouds,-41.8697,-73.8203,Hotel Arena Gruesa
288,Sinnamary,GF,80.89,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
289,Naushahro Firoz,PK,80.85,clear sky,26.8424,68.123,Dam Dastgir hotel
290,Tiznit,MA,79.29,clear sky,29.5833,-9.5,
292,Esperance,AU,58.23,broken clouds,-33.8667,121.9,Hospitality Esperance
296,Korcula,HR,55.58,scattered clouds,42.9622,17.1369,Marko Polo Hotel by Aminess
297,Llangefni,GB,53.73,mist,53.2556,-4.3106,Bull Hotel
300,Mannarakkat,IN,76.71,overcast clouds,10.9833,76.4667,The Park Residency
301,Beloha,MG,81.3,light rain,-25.1667,45.05,
302,Quatre Cocos,MU,81.09,clear sky,-20.2078,57.7625,Sunrise Attitude Hotel
303,Coquimbo,CL,61.77,few clouds,-29.9533,-71.3436,Hotel San Juan
304,Machinga,MW,95.23,few clouds,-15.1685,35.3,
305,Chokwe,MZ,74.37,light rain,-24.5333,32.9833,Complexo Sonho Real
306,Dingle,PH,75.94,few clouds,10.9995,122.6711,SEGAYA PROPERTY
310,Mount Isa,AU,78.57,overcast clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
313,Lethem,GY,79.3,overcast clouds,3.3803,-59.7968,Savannah Inn
314,Paita,PE,65.48,broken clouds,-5.0892,-81.1144,Hotel Náutico de Paita
315,Lannion,FR,55.0,light rain,48.75,-3.4167,Hotel Arcadia
316,Fare,PF,78.48,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
317,Ikalamavony,MG,85.69,scattered clouds,-21.15,46.5833,
318,Yangambi,CD,74.43,overcast clouds,0.8102,24.4336,
319,Miranda,CO,66.7,overcast clouds,3.2499,-76.2281,unidiversidad organica la utopia
321,Pemba,MZ,81.79,clear sky,-12.974,40.5178,Guesthouse Samotina
322,Kahului,US,69.84,light rain,20.8947,-156.47,Maui Seaside Hotel
323,Shingu,JP,52.36,overcast clouds,33.7333,135.9833,Shingu UI Hotel
324,Asyut,EG,72.19,overcast clouds,27.181,31.1837,فندق ميس إيجيبت Miss Egypt Hotel
326,Porangatu,BR,74.8,overcast clouds,-13.4408,-49.1486,Wembley Park Hotel
327,Wilmington,US,67.95,overcast clouds,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
329,Murray Bridge,AU,55.13,broken clouds,-35.1167,139.2667,Balcony On Sixth Lodge
331,Cayeli,TR,53.37,overcast clouds,41.0923,40.7292,Grand Cavusoglu Hotel
332,Lorengau,PG,82.17,broken clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
333,Palasa,IN,70.27,few clouds,18.7667,84.4167,Balaji tifen & meals veg & non veg hotel
334,Nhulunbuy,AU,84.81,overcast clouds,-12.2333,136.7667,East Arnhem Real Estate
335,Sinfra,CI,92.35,few clouds,6.6167,-5.9167,Hote Ivoire Sinfra
339,Saint-Paul,RE,83.62,scattered clouds,-21.0096,55.2707,Boucan Canot
341,Birjand,IR,66.29,clear sky,32.8663,59.2211,Birjand Tourist Hotel
343,Ternate,ID,81.82,broken clouds,0.8,127.4,Sahid Bela Ternate Hotel
344,Nantucket,US,53.71,clear sky,41.2835,-70.0995,Jared Coffin House
345,Ulladulla,AU,61.41,overcast clouds,-35.35,150.4667,Sandpiper Motel
347,Isangel,VU,77.31,few clouds,-19.55,169.2667,Tanna Lodge
350,Kununurra,AU,78.78,light rain,-15.7667,128.7333,Hotel Kununurra
351,Itarema,BR,84.63,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
353,Russi,IT,53.19,clear sky,44.3725,12.0322,Relais Villa Roncuzzi
355,Mirador,BR,75.9,light rain,-6.3708,-44.3631,Pousada Restaurante e Pizzaria Povo
357,Borazjan,IR,84.94,clear sky,29.2666,51.2159,شرکت زرمهریار شعبه سوم
358,Poum,NC,79.0,scattered clouds,-20.2333,164.0167,
359,Constitucion,CL,62.62,few clouds,-35.3333,-72.4167,Hotel Boutique Las Azucenas
360,Lydenburg,ZA,65.5,moderate rain,-25.0978,30.4597,The Palms Boutique Hotel
361,Hervey Bay,AU,76.12,overcast clouds,-25.2986,152.8535,Shelly Bay Resort
362,Kroya,ID,77.23,moderate rain,-7.6331,109.2461,Wisma Legoq Kost
364,Jieshi,CN,71.6,overcast clouds,22.8134,115.8257,Yuehai Hotel
366,Lakhnadon,IN,65.43,clear sky,22.6,79.6,HOTEL PRIDE
368,Jambi,ID,77.02,overcast clouds,-1.6,103.6167,ASTON Jambi Hotel & Conference Center
369,Vao,NC,75.36,scattered clouds,-22.6667,167.4833,Hotel Kou-Bugny
371,Colares,PT,69.04,few clouds,38.7992,-9.4469,Arribas Sintra Hotel
373,Coria,ES,55.45,overcast clouds,39.9879,-6.5377,Hotel San Cristóbal
376,Vicuna,CL,53.33,clear sky,-30.0319,-70.7081,Los Mosaicos
377,Kawalu,ID,73.51,light rain,-7.3817,108.2082,West Jontor
378,Catamarca,AR,88.07,overcast clouds,-28.4696,-65.7852,Amerian Catamarca Park Hotel
379,Cairns,AU,80.55,light rain,-16.9167,145.7667,Mantra Trilogy Cairns
380,Rawson,AR,61.72,broken clouds,-43.3002,-65.1023,Hosteria Sampedro
382,Tucuman,AR,82.09,broken clouds,-26.8241,-65.2226,Hotel Premier
383,Bambamarca,PE,52.56,overcast clouds,-6.6833,-78.5333,Leudes
384,Turayf,SA,63.23,overcast clouds,31.6725,38.6637,Turaif
385,The Valley,AI,81.82,clear sky,18.217,-63.0578,CeBlue Villas & Beach Resort
387,Urucara,BR,84.51,overcast clouds,-2.5364,-57.76,Pousada Maria Bonita
388,Saldanha,ZA,68.7,clear sky,-33.0117,17.9442,Blue Bay Lodge
389,Padang,ID,80.65,overcast clouds,-0.9492,100.3543,Mercure Padang
394,Lichinga,MZ,82.11,scattered clouds,-13.3128,35.2406,Residencial Bendiak
395,Abha,SA,62.85,light rain,18.2164,42.5053,Abha Hotel
397,Domoni,KM,81.16,light rain,-12.2569,44.5319,Al Djadid
398,Vila Franca Do Campo,PT,63.01,clear sky,37.7167,-25.4333,Pestana Bahia Praia
399,Carutapera,BR,85.1,broken clouds,-1.195,-46.02,Lidera
400,Atar,MR,85.86,clear sky,20.5169,-13.0499,Oumou Elghoura
401,Anloga,GH,83.84,light rain,5.7947,0.8973,Pin Drop Hotel
404,Sena Madureira,BR,78.94,broken clouds,-9.0656,-68.6569,Hotel Central
405,Ambilobe,MG,90.34,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
407,Hastings,GB,56.39,overcast clouds,50.8552,0.5729,Zanzibar Hotel
408,Kawambwa,ZM,77.81,light rain,-9.7915,29.0791,Chembe Nsofu
409,Port Macquarie,AU,67.89,scattered clouds,-31.4333,152.9167,Rydges Port Macquarie
410,Phangnga,TH,80.64,broken clouds,8.4509,98.5298,Sunimit Mansion
411,Hellin,ES,60.82,overcast clouds,38.5106,-1.701,Hotel Restaurante Reina Victoria
415,Mungwi,ZM,84.99,broken clouds,-10.1732,31.3694,Ilamfya Guest House
416,Mabay,PH,79.3,broken clouds,6.0577,124.4666,Bautista Lodging House
419,Ganzhou,CN,64.22,overcast clouds,28.8184,115.4327,Zhanqian Grand Hotel
420,Bohicon,BJ,96.08,broken clouds,7.1783,2.0667,Hôtel La Majesté
421,Barranca,PE,66.29,overcast clouds,-10.75,-77.7667,El Olivar Hospedaje
422,Grand Gaube,MU,81.37,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
423,San Joaquin,US,53.37,clear sky,37.9333,-121.3011,University Plaza Waterfront Hotel
424,Logon,PH,83.5,few clouds,11.3303,124.1146,Tepanee Beach Resort
425,Kyabe,TD,97.48,broken clouds,9.4515,18.9449,
429,Ouallam,NE,89.83,clear sky,14.3188,2.0866,
430,Itaituba,BR,82.8,overcast clouds,-4.2761,-55.9836,Hotel Campos
434,Peterhead,GB,50.5,broken clouds,57.5058,-1.7981,Palace Hotel
437,Mafinga,TZ,88.03,broken clouds,-7.25,35.0667,
438,Barra,BR,73.08,overcast clouds,-11.0894,-43.1417,Pousada Bahia
439,Perth,AU,68.2,clear sky,-31.9333,115.8333,Quest on Rheola
440,Port Augusta,AU,61.36,broken clouds,-32.5,137.7667,Majestic Oasis Apartments
441,Diego De Almagro,CL,69.06,clear sky,-26.3667,-70.05,hotel luna del desierto
442,Moerai,PF,73.45,scattered clouds,-22.4333,-151.3333,Le Manotel
447,Tura,IN,63.39,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
448,Totness,SR,78.46,overcast clouds,5.8833,-56.3167,STAATS LOGEERGEBOUW TOTNESS
450,Nabire,ID,78.66,broken clouds,-3.3667,135.4833,Hotel Nusantara I
451,Cabra,ES,67.62,broken clouds,37.4725,-4.4421,MS Fuente Las Piedras
452,Cabimas,VE,78.48,broken clouds,10.3883,-71.4399,Sala velatoria
453,Bhagalpur,IN,72.3,clear sky,25.25,87.0,Hotel Rajhans International-Best Hotel in Bhagalpur
455,Kelo,TD,93.58,overcast clouds,9.3086,15.8066,Plantation de Kelo
456,Elizabeth City,US,51.8,clear sky,36.2946,-76.2511,Hampton Inn Elizabeth City
459,Majene,ID,79.41,overcast clouds,-3.5403,118.9707,Kost Putri RABBANI
460,Gushikawa,JP,74.43,clear sky,26.3544,127.8686,Kirari Guest House
461,San Patricio,US,58.84,clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
462,Sant Pere De Ribes,ES,63.48,broken clouds,41.2667,1.7667,Dolce Sitges Barcelona
464,Sao Filipe,CV,80.1,clear sky,14.8961,-24.4956,Hotel Xaguate
465,Maningrida,AU,83.07,overcast clouds,-12.0667,134.2667,Dhukurrdji Lodge
468,Kupang,ID,79.38,broken clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
469,Bairnsdale,AU,55.06,overcast clouds,-37.8333,147.6167,Town Central Motel
470,Dindori,IN,63.41,clear sky,22.95,81.0833,Konark Marriage Garden
471,Keti Bandar,PK,79.66,clear sky,24.1447,67.4497,Haji laloo memon house
472,Kondoa,TZ,80.78,broken clouds,-4.9,35.7833,Bab Al Shams Inland Lodge
473,Genoa,IT,61.48,clear sky,44.4129,8.9573,NH Collection Genova Marina
474,Manama,BH,91.58,clear sky,26.2154,50.5832,Al Safir Hotel
476,Namwala,ZM,83.37,overcast clouds,-15.7504,26.4384,Corner Point Lodge
479,Saint-Marc,HT,77.07,clear sky,19.1082,-72.6938,Maguana Hotel
482,Quthing,LS,73.51,scattered clouds,-30.4,27.7003,Mountainside Hotel
483,Atascocita,US,56.88,clear sky,29.9988,-95.1766,Best Western Plus Houston Atascocita Inn & Suites
485,Hobyo,SO,83.88,overcast clouds,5.3505,48.5268,Halane Hotel and Restaurent
486,Tabas,IR,73.67,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
489,Kijang,KR,58.26,overcast clouds,35.2442,129.2139,Samyang Beach Villa
491,Aitape,PG,80.28,overcast clouds,-3.1374,142.3475,
492,Lazaro Cardenas,MX,72.59,scattered clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
496,Yulara,AU,83.3,broken clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
497,Laplace,US,55.38,clear sky,30.0666,-90.4801,Hampton Inn Laplace
498,Saa,CM,88.21,overcast clouds,4.3667,11.45,Auberge Horizon 2010
499,Namatanai,PG,80.62,broken clouds,-3.6667,152.4333,Seagulls Inn Namatani
502,Mobaye,CF,88.03,overcast clouds,4.319,21.1786,
504,West Bay,KY,81.0,few clouds,19.3667,-81.4167,Calypso Cove
506,Shakiso,ET,70.16,overcast clouds,5.75,38.9167,DH international Hotel
507,Hualmay,PE,66.58,overcast clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
508,Opotiki,NZ,60.39,overcast clouds,-38.0833,177.2833,Agassiz House Opotiki Backpackers
509,Faya,SA,63.12,light rain,18.3851,42.4509,شيلة نسايم
510,Esmeralda,CU,71.53,few clouds,21.8525,-78.1169,Centro de Pioneros Exploradores
512,San Marcos,US,56.73,clear sky,33.1434,-117.1661,Hampton Inn San Marcos
513,Sabha,LY,65.17,clear sky,27.0377,14.4283,محطة ام الارانب -سبها مواصلات
515,Damaturu,NG,87.08,overcast clouds,11.747,11.9608,Hayas Guest Inn And Hotel Apartment
518,Bull Savanna,JM,72.86,clear sky,17.8868,-77.5902,Big Red's
519,Floro,NO,50.97,moderate rain,61.5996,5.0328,Kinn Hotell Florø
522,Mackay,AU,76.68,moderate rain,-21.15,149.2,International Lodge Motel
525,Belmonte,BR,75.74,overcast clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
526,Los Llanos De Aridane,ES,71.35,scattered clouds,28.6585,-17.9182,Valle Aridane
527,Vila Velha,BR,78.75,broken clouds,-20.3297,-40.2925,Hotel Vitória Palace
529,Kathu,TH,85.69,overcast clouds,7.9178,98.3332,Novotel Phuket Resort
